Country Name,"Country Code","Series Name","Series Code","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]"
St. Lucia,"LCA","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","57.149","57.672","58.187","58.699","59.211","59.668","59.9","59.925","59.941","60.154","60.557","61.318","59.744","59.589","59.399","59.224","59.008","60.075","54.013","45.885"
St. Martin (French part),"MAF","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
St. Vincent and the Grenadines,"VCT","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","38.768","38.721","38.694","38.405","37.956","37.934","37.61","37.086","36.527","35.823","35.649","35.599","35.585","35.511","35.571","35.689","35.473","35.337","34.937","34.273"
Sudan,"SDN","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","23.954","23.421","22.896","22.38","21.872","21.373","20.882","20.399","20.329","20.26","20.191","19.087","17.923","16.668","15.376","14.133","12.863","11.652","10.567","9.536"
Suriname,"SUR","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","14.708","15.39","16.083","16.822","17.618","18.451","19.32","20.225","21.166","22.133","23.118","24.121","25.138","26.174","27.237","28.321","28.433","28.75","28.755","26.098"
Sweden,"SWE","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","52.543","50.564","50.735","48.198","51.349","51.871","52.74","53.079","50.985","51.288","52.781","53.439","55.158","56.048","56.518","55.546","55.377","55.461","56.192","51.888"
Switzerland,"CHE","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","66.885","68.098","68.265","65.952","64.704","67.032","64.468","66.126","68.485","67.384","67.895","66.235","67.069","67.454","68.314","68.961","67.762","67.625","66.307","64.571"
Syrian Arab Republic,"SYR","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","19.44","19.359","19.276","17.085","15.059","13.213","11.653","10.436","9.307","8.804","9.626","9.323","9.134","9.314","9.447","9.493","9.494","9.434","9.298","8.568"
Tajikistan,"TJK","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","38.419","38.358","38.317","35.073","31.973","29.032","26.263","23.675","21.271","19.72","18.22","16.77","15.372","14.035","12.755","11.544","10.967","10.372","9.843","9.782"
Tanzania,"TZA","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","77.739","78.151","78.557","78.958","79.355","79.748","78.667","77.552","76.403","75.221","74.01","72.771","71.507","70.218","70.045","69.831","69.654","69.527","69.416","65.629"
Thailand,"THA","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","47.73","46.272","44.82","45.24","45.48","40.38","41.95","40.53","40.79","38.853","39.59","38.84","34.876","34.946","34.454","34.33","33.518","33.97","33.37","33.178"
Timor-Leste,"TLS","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","37.936","39.785","40.593","40.709","40.597","41.504","40.625","39.606","38.714","37.909","37.483","37.172","37.052","36.76","36.699","36.571","37.194","37.486","35.101","34.55"
Togo,"TGO","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","29.158","29.037","28.905","28.811","28.758","28.642","28.567","28.508","28.479","28.502","28.526","28.523","28.489","28.427","28.344","28.253","28.144","28.011","27.864","27.604"
Tonga,"TON","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","26.743","26.448","26.154","25.863","25.574","25.286","25.001","24.719","24.438","24.159","23.883","23.609","23.337","23.067","22.8","22.534","22.271","22.01","21.642","21.045"
Trinidad and Tobago,"TTO","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","41.545","41.49","42.695","43.909","45.13","47.9","45.24","44.34","41.41","37.741","35.081","37.423","38.027","37.112","35.905","35.44","33.949","32.489","31.063","27.67"
Tunisia,"TUN","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","23.868","23.065","22.28","21.515","20.769","19.82","20.6","20.684","19.233","20.161","20.587","22.788","21.351","19.742","18.226","20.677","19.263","22.436","25.963","20.873"
Turkiye,"TUR","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","28.148","28.641","26.399","24.51","24.008","23.911","23.951","24.709","25.321","25.882","26.333","25.572","27.288","27.455","29.558","30.227","31.01","31.202","32.491","27.496"
Turkmenistan,"TKM","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","42.721","42.908","42.646","42.139","40.514","39.227","37.98","36.321","35.818","34.937","33.428","32.398","31.51","30.639","30.219","29.838","29.423","29.037","28.629","27.046"
Turks and Caicos Islands,"TCA","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Tuvalu,"TUV","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Uganda,"UGA","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","54.071","54.07","54.028","54.026","54.021","53.985","53.91","53.788","53.63","53.445","67.476","51.205","74.6","60.534","59.413","58.283","57.144","57.113","57.082","61.182"
Ukraine,"UKR","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","34.471","34.445","34.429","34.442","34.496","34.548","34.297","34.057","33.81","33.558","33.304","33.053","32.808","32.568","32.326","32.085","31.847","31.608","31.376","27.664"
United Arab Emirates,"ARE","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","25.828","26.459","27.1","27.75","28.41","28.654","28.899","29.145","29.393","29.642","29.892","30.143","30.396","30.649","30.904","31.16","33.924","36.585","30.609","29.718"
United Kingdom,"GBR","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","58.13","59.193","58.259","59.109","58.415","58.97","57.915","57.452","56.268","55.12","54.929","55.623","55.226","55.515","56.397","56.533","56.044","54.826","54.285","54.478"
United States,"USA","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","56.366","55.505","53.845","53.33","53.25","52.6","51.996","51.362","50.207","48.686","48.433","48.365","48.618","48.71","48.903","48.897","49.332","49.565","50.133","48.374"
Uruguay,"URY","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","51.838","46.824","44.827","44.366","45.773","45.069","45.959","46.145","46.411","45.638","47.04","46.312","45.419","45.988","44.212","43.363","41.896","42.979","42.755","38.958"
Uzbekistan,"UZB","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","31.617","30.816","30.183","29.598","29.013","28.234","27.644","27.253","27.647","27.193","27.302","27.214","26.903","26.892","26.905","26.824","26.437","26.223","25.954","25.195"
Vanuatu,"VUT","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","64.411","65.932","65.582","65.283","64.749","63.655","58.444","53.046","47.577","42.176","41.33","40.485","39.64","38.794","37.949","37.1","36.229","35.345","34.474","34.116"
"Venezuela, RB","VEN","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","34.163","33.478","32.442","32.75","33.736","32.565","31.311","30.699","29.928","28.503","27.851","27.27","26.171","25.1","24.059","23.049","22.398","22.143","21.517","18.138"
Viet Nam,"VNM","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","62","59.2","56.9","55.4","55.206","55.013","54.819","56.159","57.491","55.394","52.271","51.242","53.643","54.135","55.064","53.194","52.848","51.7","54.208","49.98"
Virgin Islands (U.S.),"VIR","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","40.141","40.144","40.002","40.207","40.421","40.578","40.661","40.393","39.365","39.028","37.798","36.122","35.456","35.244","34.997","34.768","34.239","33.971","33.866","33.222"
West Bank and Gaza,"PSE","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","5.018","5.066","6.381","6.318","6.216","6.576","7.388","8.395","8.299","7.626","8.568","8.36","7.536","8.174","10.547","10.878","11.385","10.199","10.485","9.009"
"Yemen, Rep.","YEM","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","17.706","16.665","15.673","14.73","13.834","12.985","12.18","11.419","10.699","10.02","8.42","7.055","5.898","4.92","4.248","4.226","4.204","4.184","4.166","4.126"
Zambia,"ZMB","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","37.646","37.464","37.295","37.146","37.006","36.856","36.703","36.543","36.369","36.191","36.051","35.887","35.693","35.451","35.182","34.875","34.54","34.187","33.32","37.167"
Zimbabwe,"ZWE","Labor force participation rate for ages 15-24, female (%) (modeled ILO estimate)","SL.TLF.ACTI.1524.FE.ZS","42.775","42.602","42.742","42.913","43.133","43.238","43.331","43.693","43.954","44.207","44.466","44.71","44.949","44.975","44.824","44.542","44.134","43.662","43.263","43.227"
,"","","","","","","","","","","","","","","","","","","","","","",""
,"","","","","","","","","","","","","","","","","","","","","","",""
,"","","","","","","","","","","","","","","","","","","","","","",""
Data from database: World Development Indicators,"","","","","","","","","","","","","","","","","","","","","","",""
Last Updated: 04/08/2026,"","","","","","","","","","","","","","","","","","","","","","",""
